mainId,categoryId,category,discipline,disciplineId,topic,topicId,grade,gradeId,level,description,description gepeto,control group,time,query,,locale
2269,951ad086-b670-4fe1-a377-bf1770492362,Galaxies and Milky Way,Science,3b9598f3-1dca-4ad1-ae67-c0c569fed158,Earth and Universe,76762d18-2755-4132-81e9-ef897412287f,9th grade,9th-grade-en-international,280,"Understand what galaxies are and their characteristics. Learn that our galaxy is the Milky Way and its characteristics, differentiating it from other galaxies.",,,100,"{
        id: 'baadef26-4f0b-4eed-b48b-b49d8ddb2cf0',
        name: 'Galaxias y Vía Láctea',
        level: 280,
        keywords: [],
        slug: slugify('Comprender qué son las galaxias y sus características. Conocer que nuestra galaxia es la Vía Láctea y sus características, diferenciándola de otras galaxias.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1ce037ab-b6da-4ccd-aa52-29210b2e3625',
        gradeId: 'secundaria3',
        topicId: '24ef4aa2-84dd-432c-9f4b-d56301f79c25',
        description: 'Comprender qué son las galaxias y sus características. Conocer que nuestra galaxia es la Vía Láctea y sus características, diferenciándola de otras galaxias.',
        bncc: [],
        averageTime: 100,
      },",,en
2270,717176df-7d74-4a7c-bc1e-9ae2c72a3424,Chemical Kinetics: Activation Energy,Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,"Thermochemistry, Kinetics, and Nuclear",20ca339c-39bf-4697-9102-7dd2f0cff9e8,11th grade,11th-grade-en-international,420,Use the Arrhenius equation and calculate or use the activation energy. Understand what activation energy is and how it changes with temperature.,,,100,"{
        id: 'c7f49b9d-138c-42fd-89fa-014490977086',
        name: 'Cinética Química: Energía de Activación',
        level: 420,
        keywords: [],
        slug: slugify('Utilizar la ecuación de Arrhenius y calcular o utilizar la energía de activación. Comprender qué es la energía de activación y cómo se altera con la temperatura.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media2',
        topicId: 'db316d5e-2695-41cd-ba9a-d37c073ec32f',
        description: 'Utilizar la ecuación de Arrhenius y calcular o utilizar la energía de activación. Comprender qué es la energía de activación y cómo se altera con la temperatura.',
        bncc: [],
        averageTime: 100,
      },",,en
2275,d0357a9c-f134-4056-9825-47fea072f524,Thermochemistry: Entropy,Chemistry,3dda5be2-6aed-4a13-970e-153ae2d6db79,"Thermochemistry, Kinetics, and Nuclear",20ca339c-39bf-4697-9102-7dd2f0cff9e8,11th grade,11th-grade-en-international,400,"Understand that entropy is a measure of the degree of disorder of a system, that it is a state function, and calculate it under certain circumstances.",,,100,"{
        id: '86935eea-8d0a-49af-8d24-3fdceece312c',
        name: 'Termoquímica: Entropía',
        level: 400,
        keywords: [],
        slug: slugify('Entender que la entropía es una medida del grado de desorden de un sistema, que es una función de estado y calcularla en determinadas circunstancias.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1897ae57-9d62-4daf-acd0-749b429f2dc3',
        gradeId: 'media2',
        topicId: 'db316d5e-2695-41cd-ba9a-d37c073ec32f',
        description: 'Entender que la entropía es una medida del grado de desorden de un sistema, que es una función de estado y calcularla en determinadas circunstancias.',
        bncc: [],
        averageTime: 100,
      },",,en
2281,be740627-397e-4449-887a-0535a14b06e3,Cell Division,Biology,1a61eaa3-a8a5-46cc-9bc0-fc481544248b,Biochemistry and Metabolism,6063fa1a-8985-4fe4-be65-2a1556296f34,11th grade,11th-grade-en-international,150,Understand how the cell division process is carried out and understand the cell cycle. Differentiate between meiosis and mitosis by recognizing their characteristics and phases.,,,300,"{
        id: 'fa84dee9-faf7-4de4-a7d8-3a64fb473d1c',
        name: 'División Celular',
        level: 150,
        keywords: [],
        slug: slugify('Comprender cómo se lleva a cabo el proceso de división celular y comprender el ciclo celular. Diferenciar la meiosis y la mitosis reconociendo sus características y sus fases.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: 'c2e1b9de-07d7-44d1-8d41-17279851a556',
        gradeId: 'media2',
        topicId: '10f9e9db-d5af-449d-bf4c-164774c14237',
        description: 'Comprender cómo se lleva a cabo el proceso de división celular y comprender el ciclo celular. Diferenciar la meiosis y la mitosis reconociendo sus características y sus fases.',
        bncc: [],
        averageTime: 300,
      },",,en
2282,3abb850f-663f-4c56-afa1-23531afd4a27,Circulatory System,Science,3b9598f3-1dca-4ad1-ae67-c0c569fed158,Life and Evolution,173d57da-66b5-455e-948b-9911e5c10c8b,5th grade,5th-grade-en-international,200,"Understand what the circulatory system is, as well as its components, such as the heart, veins, and arteries, and the functions of each component.",,,300,"{
        id: '665f2440-eca0-4abc-b5a0-78dce9dd43c7',
        name: 'Sistema Circulatorio',
        level: 200,
        keywords: [],
        slug: slugify('Comprender qué es el sistema circulatorio, así como sus componentes, como el corazón, venas y arterias y funciones de cada componente.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1ce037ab-b6da-4ccd-aa52-29210b2e3625',
        gradeId: 'primaria5',
        topicId: '25354d7f-e0ef-492a-8926-7a442f041927',
        description: 'Comprender qué es el sistema circulatorio, así como sus componentes, como el corazón, venas y arterias y funciones de cada componente.',
        bncc: [],
        averageTime: 300,
      },",,en
2284,7c4513fc-8a7f-446d-b00c-48bd79364cff,Conscious Consumption,Science,3b9598f3-1dca-4ad1-ae67-c0c569fed158,Matter and Energy,40845c1b-2e6a-41e5-9dae-12103a05edd7,5th grade,5th-grade-en-international,180,"Propose solutions for conscious consumption, such as recycling, using durable materials and fewer disposables, avoiding waste.",,,300,"{
        id: '0413d847-9a86-4266-a8fe-d66e3c5c9de9',
        name: 'Consumo Consciente',
        level: 180,
        keywords: [],
        slug: slugify('Proponer soluciones para un consumo consciente, como el reciclaje, uso de materiales duraderos y menos desechables, evitando desperdicios.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1ce037ab-b6da-4ccd-aa52-29210b2e3625',
        gradeId: 'primaria5',
        topicId: 'c0aaab49-dedb-4405-b8e4-9cb32c183f1c',
        description: 'Proponer soluciones para un consumo consciente, como el reciclaje, uso de materiales duraderos y menos desechables, evitando desperdicios.',
        bncc: [],
        averageTime: 300,
      },",,en
2289,cdbe0821-1e96-4f5f-bd01-01a15a4da7e3,Perimeter,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Geometry,8d431423-4e20-44c0-bd9c-b61e1247eac6,4th grade,4th-grade-en-international,150,"Calculate the perimeter of geometric figures, such as triangle, square, and pentagon. Solve issues that involve fencing a certain land or taping a box.",,,400,"{
        id: '7a6db15d-4915-40d6-a882-e3fd493ecfff',
        name: 'Perímetro',
        level: 150,
        keywords: [],
        slug: slugify('Calcular el perímetro de figuras geométricas, como triángulo, cuadrado y pentágono. Resolver cuestiones que abarcan cercar un determinado terreno o pasar cinta en una caja.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'primaria4',
        topicId: '368d67fe-6256-4b4a-8818-2b7c87e42762',
        description: 'Calcular el perímetro de figuras geométricas, como triángulo, cuadrado y pentágono. Resolver cuestiones que abarcan cercar un determinado terreno o pasar cinta en una caja.',
        bncc: [],
        averageTime: 400,
      },",,en
2290,ba45c4a7-8d33-4d87-9ea9-cf0e7948d970,Hydrostatics: Specific Mass,Physics,14262e9b-0a04-4a71-86db-7253dc87e274,Statics and Dynamics,e86504ea-2a4b-4d52-b815-2f0a4effdc20,10th grade,10th-grade-en-international,280,"Understand what specific mass is, which can be calculated by the ratio of the body's mass to its volume. Differentiate specific mass from relative density.",,,50,"{
        id: 'b2b74fc2-39e0-4e84-ad1d-61d4d143d756',
        name: 'Hidrostática: Masa Específica',
        level: 280,
        keywords: [],
        slug: slugify('Comprender qué es la masa específica, que se puede calcular por la relación de la masa del cuerpo por su volumen. Diferenciar la masa específica de la densidad relativa.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '6e54ee63-4846-4476-b514-5ed528ff1c03',
        gradeId: 'media1',
        topicId: 'f4b2ab99-6dd0-4eb7-8fb0-c03307708ebc',
        description: 'Comprender qué es la masa específica, que se puede calcular por la relación de la masa del cuerpo por su volumen. Diferenciar la masa específica de la densidad relativa.',
        bncc: [],
        averageTime: 50,
      },",,en
2291,18bcced5-1a88-4955-9bc6-65eabdb0184e,Chemical Transformations,Science,3b9598f3-1dca-4ad1-ae67-c0c569fed158,Matter and Energy,40845c1b-2e6a-41e5-9dae-12103a05edd7,6th grade,6th-grade-en-international,70,"Recognize chemical transformations by identifying the change in the components of the mixture, such as the oxidation of an iron bar.",,,200,"{
        id: 'fe3945e3-4c54-44dc-af0c-68df9352e70b',
        name: 'Transformaciones Químicas',
        level: 70,
        keywords: [],
        slug: slugify('Reconocer transformaciones químicas, identificando el cambio de los componentes de la mezcla, como la oxidación de una barra de hierro.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1ce037ab-b6da-4ccd-aa52-29210b2e3625',
        gradeId: 'primaria6',
        topicId: 'c0aaab49-dedb-4405-b8e4-9cb32c183f1c',
        description: 'Reconocer transformaciones químicas, identificando el cambio de los componentes de la mezcla, como la oxidación de una barra de hierro.',
        bncc: [],
        averageTime: 200,
      },",,en
2296,6c67bdd1-29cd-46bc-b264-2ae1c8189ca0,Fractions: Multiplication and Division,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Arithmetic and Numbers,35d8ae27-151a-4113-a3fe-57ef47c2b27d,6th grade,6th-grade-en-international,60,Perform multiplication and division of fractions and solve problems necessary for the resolution of divisions and multiplications of fractions.,,,200,"{
        id: 'c3af5afd-2859-4b8b-aaa3-20e20d712713',
        name: 'Fracciones: Multiplicación y División',
        level: 60,
        keywords: [],
        slug: slugify('Realizar las operaciones de multiplicación y división de fracciones y resolver problemas que sean necesarios para la resolución de divisiones y multiplicaciones de fracciones.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'primaria6',
        topicId: '89ee4364-c4c7-46d4-98b2-ca3c370cc998',
        description: 'Realizar las operaciones de multiplicación y división de fracciones y resolver problemas que sean necesarios para la resolución de divisiones y multiplicaciones de fracciones.',
        bncc: [],
        averageTime: 200,
      },",,en
2304,11972d44-ce4b-4907-a161-16446b48ee53,Types of Fuels,Science,3b9598f3-1dca-4ad1-ae67-c0c569fed158,Matter and Energy,40845c1b-2e6a-41e5-9dae-12103a05edd7,7th grade,7th-grade-en-international,130,"Differentiate the main types of fuels, such as fossil and renewable, and verify their uses in everyday life.",,,200,"{
        id: 'd1343278-4f25-4713-a4b3-efff9432352c',
        name: 'Tipos de Combustibles',
        level: 130,
        keywords: [],
        slug: slugify('Diferenciar los principales tipos de combustibles, como fósiles y renovables y verificar sus usos en la vida cotidiana.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '1ce037ab-b6da-4ccd-aa52-29210b2e3625',
        gradeId: 'secundaria1',
        topicId: 'c0aaab49-dedb-4405-b8e4-9cb32c183f1c',
        description: 'Diferenciar los principales tipos de combustibles, como fósiles y renovables y verificar sus usos en la vida cotidiana.',
        bncc: [],
        averageTime: 200,
      },",,en
2305,affc2858-07d2-4021-a766-1af4e437cce0,Spatial Geometry: Volume of Cones,Mathematics,cb60032b-7242-4e90-a4d7-17dbf5b14176,Geometry,8d431423-4e20-44c0-bd9c-b61e1247eac6,11th grade,11th-grade-en-international,930,"Calculate the lateral surface area of a cone or the total surface area of a cone and solve problems that require these calculations, such as the area of the walls of a room shaped like a cone.",,,100,"{
        id: '0e36fac4-4a87-49b2-b93a-adebe7da3626',
        name: 'Geometría Espacial: Volumen de los Conos',
        level: 930,
        keywords: [],
        slug: slugify('Calcular el área de la superficie lateral de un cono o el área total de un cono y resolver problemas que requieran estos cálculos como el área de las paredes de una sala que tiene la forma de un cono.', { lower: true, strict: true, replacement: '-', remove: '/[*+~.,()""!:@?]/g'}),
        disciplineId: '100814cb-21d2-4b30-b13d-54c12b848bcb',
        gradeId: 'media2',
        topicId: '368d67fe-6256-4b4a-8818-2b7c87e42762',
        description: 'Calcular el área de la superficie lateral de un cono o el área total de un cono y resolver problemas que requieran estos cálculos como el área de las paredes de una sala que tiene la forma de un cono.',
        bncc: [],
        averageTime: 100,
      },",,en
